Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard
KungChi3_1441,4,1.0,0.0755982398986816,0.0055937767028808,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
KungChi3_1441,4,1.0,0.1005043983459472,0.0067193508148193,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au7-700_1553,4,0.5357142857142857,0.2412168979644775,0.0072391033172607,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au7-700_1553,4,0.5357142857142857,0.2394328117370605,0.0076401233673095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au7-700_1553,3,0.5214285714285715,0.0832560062408447,0.0064764022827148,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
autoUniv-au7-700_1553,3,0.5214285714285715,0.0810689926147461,0.0065438747406005,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au7-700_1553,3,0.5214285714285715,0.0829613208770752,0.0066039562225341,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
autoUniv-au7-700_1553,3,0.5214285714285715,0.0834720134735107,0.0065176486968994,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au7-700_1553,3,0.5214285714285715,0.0826547145843505,0.0066332817077636,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au7-700_1553,3,0.5214285714285715,0.083301305770874,0.0065259933471679,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.080935001373291,0.0065124034881591,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au7-700_1553,3,0.5071428571428571,0.0848474502563476,0.0068929195404052,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0834405422210693,0.0066995620727539,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0865578651428222,0.0067310333251953,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0832636356353759,0.0065627098083496,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au7-700_1553,3,0.5071428571428571,0.0814652442932128,0.0065944194793701,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0827391147613525,0.0065536499023437,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au7-700_1553,3,0.5071428571428571,0.0809571743011474,0.0065252780914306,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0806071758270263,0.0068378448486328,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0828895568847656,0.0065724849700927,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au7-700_1553,3,0.5071428571428571,0.0805699825286865,0.0066030025482177,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au7-700_1553,3,0.5071428571428571,0.0825090408325195,0.0063569545745849,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pm10_750,2,0.68,0.1031413078308105,0.0059587955474853,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.0850024223327636,0.0059390068054199,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.1039180755615234,0.0063436031341552,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.0858030319213867,0.0058600902557373,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.083162784576416,0.0057871341705322,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.0859630107879638,0.0059568881988525,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.1021697521209716,0.0064427852630615,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.1004738807678222,0.0064826011657714,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.0834493637084961,0.0058443546295166,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.1038160324096679,0.0063493251800537,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.0793018341064453,0.0054740905761718,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,2,0.68,0.103748083114624,0.0063815116882324,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,0,0.66,0.0821824073791503,0.0056796073913574,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,0,0.66,0.2848536968231201,0.006127119064331,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
pm10_750,0,0.66,0.0875465869903564,0.0061001777648925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,0,0.66,0.0839390754699707,0.0057880878448486,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pm10_750,0,0.66,0.299929141998291,0.006256103515625,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
pm10_750,0,0.66,0.2976055145263672,0.0062255859375,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
pm10_750,0,0.66,0.3063936233520508,0.0062861442565917,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
pm10_750,0,0.66,0.0899310111999511,0.0060658454895019,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
algerian_forest_fires_46279,2,1.0,0.0728476047515869,0.0064427852630615,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
algerian_forest_fires_46279,2,1.0,0.0759210586547851,0.0064380168914794,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,0,1.0,0.0802638530731201,0.0068058967590332,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,2,1.0,0.0792515277862548,0.0063300132751464,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,0,1.0,0.0894391536712646,0.0064895153045654,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,2,1.0,0.0712120532989502,0.0065438747406005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,0,1.0,0.0728733539581298,0.0065019130706787,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,1,1.0,0.0704021453857421,0.006629467010498,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,2,1.0,0.1386165618896484,0.0065104961395263,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,2,1.0,0.0843820571899414,0.0067813396453857,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
algerian_forest_fires_46279,0,1.0,0.0695512294769287,0.0062935352325439,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,2,1.0,0.0712256431579589,0.0062170028686523,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,2,1.0,0.0700082778930664,0.0063974857330322,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,0,1.0,0.0719618797302246,0.0062506198883056,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
algerian_forest_fires_46279,2,1.0,0.069131851196289,0.006221055984497,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,0,1.0,0.0794539451599121,0.0068399906158447,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,1,1.0,0.0821437835693359,0.0063199996948242,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,2,1.0,0.0707252025604248,0.0065529346466064,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,0,1.0,0.0790486335754394,0.0067224502563476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
algerian_forest_fires_46279,0,1.0,0.0746753215789794,0.0063886642456054,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0829508304595947,0.005953311920166,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c3_500_50_937,2,0.93,0.0938477516174316,0.0058627128601074,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0932021141052246,0.0059425830841064,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0944886207580566,0.0059280395507812,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0923290252685546,0.0057950019836425,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.099365234375,0.0061128139495849,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fri_c3_500_50_937,2,0.93,0.0926764011383056,0.0058283805847167,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fri_c3_500_50_937,2,0.93,0.0773067474365234,0.0057685375213623,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c3_500_50_937,2,0.93,0.0933649539947509,0.0057082176208496,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0948712825775146,0.0058681964874267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0781633853912353,0.0057799816131591,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c3_500_50_937,2,0.93,0.0934908390045166,0.0058786869049072,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0791878700256347,0.0057697296142578,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c3_500_50_937,2,0.93,0.0928385257720947,0.0057945251464843,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fri_c3_500_50_937,2,0.93,0.0930731296539306,0.0057113170623779,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fri_c3_500_50_937,2,0.93,0.0940635204315185,0.0057172775268554,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0791776180267334,0.005760908126831,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c3_500_50_937,2,0.93,0.0959148406982421,0.0058405399322509,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c3_500_50_937,2,0.93,0.0797202587127685,0.0058834552764892,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c3_500_50_937,2,0.93,0.0923876762390136,0.0058207511901855,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fri_c2_1000_50_866,4,0.945,0.1153125762939453,0.0066916942596435,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1086804866790771,0.0065758228302001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1034388542175293,0.0061812400817871,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1158275604248046,0.0069611072540283,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1074891090393066,0.006209373474121,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c2_1000_50_866,4,0.945,0.1148619651794433,0.0066947937011718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fri_c2_1000_50_866,4,0.945,0.113053560256958,0.0066454410552978,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
fri_c2_1000_50_866,4,0.945,0.1196398735046386,0.0066921710968017,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c2_1000_50_866,4,0.945,0.1157584190368652,0.0067400932312011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
fri_c2_1000_50_866,4,0.945,0.1103839874267578,0.0062842369079589,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1131222248077392,0.0066766738891601,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c2_1000_50_866,4,0.945,0.1071016788482666,0.0063562393188476,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c2_1000_50_866,4,0.945,0.1100275516510009,0.0064082145690917,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1109325885772705,0.0062479972839355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
fri_c2_1000_50_866,4,0.945,0.1130876541137695,0.0064923763275146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fri_c2_1000_50_866,4,0.945,0.114081859588623,0.006664752960205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
fri_c2_1000_50_866,4,0.945,0.1189656257629394,0.0071711540222167,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c2_1000_50_866,4,0.945,0.1065175533294677,0.0060665607452392,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fri_c2_1000_50_866,4,0.945,0.1141116619110107,0.0065579414367675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
fri_c2_1000_50_866,4,0.945,0.1704292297363281,0.0068926811218261,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fruitfly_714,1,0.72,0.0603611469268798,0.005523681640625,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0602753162384033,0.0055034160614013,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0605733394622802,0.0054750442504882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0618245601654052,0.0056390762329101,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0602583885192871,0.0054855346679687,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0614516735076904,0.0056929588317871,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0643963813781738,0.0058541297912597,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0605354309082031,0.0055212974548339,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0641009807586669,0.0059890747070312,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0615332126617431,0.0056984424591064,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.059938907623291,0.0054907798767089,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fruitfly_714,1,0.72,0.0608108043670654,0.0056326389312744,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fruitfly_714,4,0.68,0.0598859786987304,0.0055253505706787,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fruitfly_714,4,0.68,0.061173677444458,0.0054526329040527,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
fruitfly_714,4,0.68,0.0620276927947998,0.0056796073913574,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
fruitfly_714,4,0.68,0.06368088722229,0.0062127113342285,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fruitfly_714,4,0.68,0.060596227645874,0.0055854320526123,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fruitfly_714,4,0.68,0.0608370304107666,0.0056014060974121,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fruitfly_714,4,0.68,0.0601885318756103,0.0059928894042968,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fruitfly_714,4,0.68,0.0601158142089843,0.0055091381072998,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0735247135162353,0.0061495304107666,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.0709893703460693,0.0059483051300048,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0698459148406982,0.0060346126556396,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0699665546417236,0.0063505172729492,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.0753815174102783,0.0060732364654541,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.0785179138183593,0.0059638023376464,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.072700023651123,0.0062010288238525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0697159767150878,0.0059583187103271,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0681695938110351,0.0060772895812988,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0708038806915283,0.0059390068054199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0760602951049804,0.0060920715332031,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
analcatdata_draft_984,0,0.972972972972973,0.0694086551666259,0.0060224533081054,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.0722231864929199,0.0060963630676269,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.0683696269989013,0.0064096450805664,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_draft_984,0,0.972972972972973,0.0748047828674316,0.0065152645111083,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_draft_984,0,0.972972972972973,0.0672821998596191,0.0060069561004638,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0700860023498535,0.0061402320861816,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_draft_984,0,0.972972972972973,0.0690152645111084,0.006066083908081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0704700946807861,0.0060253143310546,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
analcatdata_draft_984,0,0.972972972972973,0.0681753158569336,0.0059785842895507,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c0_1000_50_904,4,0.895,0.1019709110260009,0.0062260627746582,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,3,0.895,6.280658483505249,0.012211799621582,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,4,0.895,0.1003952026367187,0.0059306621551513,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,3,0.895,6.508224487304688,0.0124661922454833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,4,0.895,0.1191873550415039,0.0064892768859863,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,4,0.895,0.102663516998291,0.0061123371124267,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c0_1000_50_904,4,0.895,0.118570327758789,0.0064985752105712,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c0_1000_50_904,4,0.895,0.106497049331665,0.0061824321746826,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,4,0.895,0.1078617572784423,0.0065782070159912,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c0_1000_50_904,3,0.895,6.549576044082642,0.0117344856262207,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,4,0.895,0.1069016456604003,0.0063147544860839,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fri_c0_1000_50_904,4,0.895,0.1117644309997558,0.0064239501953125,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c0_1000_50_904,3,0.895,7.72795295715332,0.0122265815734863,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
